Sipariş_Kodu,Blok_ID,Blok_Tipi,Tedarikçi_Firma,Teslimat_Yeri,Ağırlık_Ton,İstasyon,Uygulayıcı_Ekip,Planlanan_Adam_Saat,Gerçekleşen_Adam_Saat,Planlanan_Maliyet_USD,Gerçekleşen_Maliyet_USD,NDT_Sonucu,Planlanan_Başlangıç,Planlanan_Bitiş,Gerçekleşen_Başlangıç,Gerçekleşen_Bitiş,Gecikme_Süresi_Gün,Gecikme_Nedeni,Durum,Tamamlanma_Yüzdesi
NB-504 (Askeri Gemi),BLK-018,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz B,92,Boyama,Taşeron - Omega,357,357,79764,79764,Muaf,2026-03-04,2026-03-21,2026-03-04,2026-03-21,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-018,Çift Dip (Double Bottom),ThyssenKrupp,Kuru Havuz B,92,Donatım,Taşeron - Omega,391,499,79764,88593,Geçti,2026-03-22,2026-04-08,2026-03-22,2026-04-17,9,Ekipman/Vinç Arızası,Tamamlandı,100
NB-502 (Römorkör),BLK-019,Tank,ThyssenKrupp,Açık Saha Donatım,135,Kesim,Taşeron - Omega,68,98,41580,43194,Kaldı - Yeniden İşlem,2025-12-29,2026-01-02,2025-12-29,2026-01-05,3,Hava Muhalefeti,Tamamlandı,100
NB-502 (Römorkör),BLK-019,Tank,ThyssenKrupp,Açık Saha Donatım,135,Ön Montaj,Taşeron - Beta,99,99,106920,106920,Geçti,2026-01-07,2026-01-18,2026-01-07,2026-01-18,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-019,Tank,ThyssenKrupp,Açık Saha Donatım,135,Montaj,Taşeron - Omega,204,204,176715,176715,Geçti,2026-01-20,2026-02-06,2026-01-20,2026-02-06,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-019,Tank,ThyssenKrupp,Açık Saha Donatım,135,Kaynak,Taşeron - Alfa,286,286,108810,108810,Geçti,2026-02-07,2026-02-20,2026-02-07,2026-02-20,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-019,Tank,ThyssenKrupp,Açık Saha Donatım,135,Boyama,Dahili Ekip,180,180,87750,87750,Muaf,2026-02-22,2026-03-04,2026-02-22,2026-03-04,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-019,Tank,ThyssenKrupp,Açık Saha Donatım,135,Donatım,Taşeron - Beta,210,210,132300,132300,Muaf,2026-03-06,2026-03-20,2026-03-06,2026-03-20,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-020,Gövde,Kardemir,Kızak 2,67,Kesim,Taşeron - Beta,51,51,11055,11055,Muaf,2025-12-08,2025-12-11,2025-12-08,2025-12-11,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-020,Gövde,Kardemir,Kızak 2,67,Ön Montaj,Taşeron - Alfa,360,360,69345,69345,Geçti,2025-12-12,2025-12-27,2025-12-12,2025-12-27,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-020,Gövde,Kardemir,Kızak 2,67,Montaj,Taşeron - Alfa,210,210,52930,52930,Geçti,2025-12-28,2026-01-07,2025-12-28,2026-01-07,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-020,Gövde,Kardemir,Kızak 2,67,Kaynak,Dahili Ekip,140,140,28609,28609,Geçti,2026-01-09,2026-01-16,2026-01-09,2026-01-16,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-020,Gövde,Kardemir,Kızak 2,67,Boyama,Taşeron - Beta,238,364,89981,94832,Muaf,2026-01-18,2026-02-04,2026-01-18,2026-02-13,9,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-020,Gövde,Kardemir,Kızak 2,67,Donatım,Taşeron - Beta,380,380,78926,78926,Muaf,2026-02-15,2026-03-06,2026-02-15,2026-03-06,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-021,Makine Dairesi,Erdemir,Kızak 1,112,Kesim,Taşeron - Alfa,105,186,28560,36660,Geçti,2025-10-11,2025-10-16,2025-10-11,2025-10-25,9,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-021,Makine Dairesi,Erdemir,Kızak 1,112,Ön Montaj,Taşeron - Alfa,360,360,112000,112000,Geçti,2025-10-26,2025-11-15,2025-10-26,2025-11-15,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-021,Makine Dairesi,Erdemir,Kızak 1,112,Montaj,Taşeron - Alfa,247,247,136192,136192,Geçti,2025-11-17,2025-12-06,2025-11-17,2025-12-06,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-021,Makine Dairesi,Erdemir,Kızak 1,112,Kaynak,Taşeron - Beta,132,132,80640,80640,Geçti,2025-12-07,2025-12-19,2025-12-07,2025-12-19,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-021,Makine Dairesi,Erdemir,Kızak 1,112,Boyama,Taşeron - Beta,224,336,89600,94927,Muaf,2025-12-21,2026-01-06,2025-12-21,2026-01-13,7,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-021,Makine Dairesi,Erdemir,Kızak 1,112,Donatım,Taşeron - Alfa,285,417,148960,160224,Geçti,2026-01-15,2026-02-03,2026-01-15,2026-02-14,11,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-022,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 1,115,Kesim,Taşeron - Alfa,84,84,38640,38640,Muaf,2025-11-29,2025-12-05,2025-11-29,2025-12-05,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-022,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 1,115,Ön Montaj,Taşeron - Omega,165,165,79695,79695,Geçti,2025-12-06,2025-12-17,2025-12-06,2025-12-17,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-022,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 1,115,Montaj,Taşeron - Beta,342,398,170430,178613,Geçti,2025-12-18,2026-01-06,2025-12-18,2026-01-13,7,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-022,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 1,115,Kaynak,Taşeron - Alfa,180,180,103500,103500,Geçti,2026-01-14,2026-01-26,2026-01-14,2026-01-26,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-022,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 1,115,Boyama,Taşeron - Alfa,210,327,89700,97431,Muaf,2026-01-27,2026-02-06,2026-01-27,2026-02-15,9,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-022,Çift Dip (Double Bottom),Yerel Tedarikçi A.Ş.,Kızak 1,115,Donatım,Taşeron - Omega,266,266,123970,123970,Muaf,2026-02-17,2026-03-03,2026-02-17,2026-03-03,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-023,Tank,ThyssenKrupp,Kuru Havuz A,174,Kesim,Taşeron - Alfa,80,80,38280,38280,Muaf,2025-12-01,2025-12-05,2025-12-01,2025-12-05,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-023,Tank,ThyssenKrupp,Kuru Havuz A,174,Ön Montaj,Taşeron - Beta,152,152,198360,198360,Geçti,2025-12-06,2025-12-25,2025-12-06,2025-12-25,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-023,Tank,ThyssenKrupp,Kuru Havuz A,174,Montaj,Taşeron - Alfa,253,253,128238,128238,Geçti,2025-12-26,2026-01-06,2025-12-26,2026-01-06,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-023,Tank,ThyssenKrupp,Kuru Havuz A,174,Kaynak,Taşeron - Beta,192,192,91872,91872,Geçti,2026-01-07,2026-01-15,2026-01-07,2026-01-15,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-023,Tank,ThyssenKrupp,Kuru Havuz A,174,Boyama,Taşeron - Alfa,209,209,143550,143550,Muaf,2026-01-16,2026-01-27,2026-01-16,2026-01-27,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-023,Tank,ThyssenKrupp,Kuru Havuz A,174,Donatım,Taşeron - Alfa,132,222,153120,158898,Geçti,2026-01-28,2026-02-08,2026-01-28,2026-02-17,9,Hava Muhalefeti,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-024,Makine Dairesi,ThyssenKrupp,Kuru Havuz B,30,Kesim,Taşeron - Omega,40,183,9600,15166,Geçti,2026-01-01,2026-01-05,2026-01-01,2026-01-16,11,İşgücü Yetersizliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-024,Makine Dairesi,ThyssenKrupp,Kuru Havuz B,30,Ön Montaj,Dahili Ekip,221,221,21840,21840,Geçti,2026-01-17,2026-01-30,2026-01-17,2026-01-30,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-024,Makine Dairesi,ThyssenKrupp,Kuru Havuz B,30,Montaj,Taşeron - Omega,352,352,32160,32160,Geçti,2026-02-01,2026-02-17,2026-02-01,2026-02-17,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-024,Makine Dairesi,ThyssenKrupp,Kuru Havuz B,30,Kaynak,Taşeron - Alfa,189,189,16200,16200,Geçti,2026-02-19,2026-02-28,2026-02-19,2026-02-28,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-024,Makine Dairesi,ThyssenKrupp,Kuru Havuz B,30,Boyama,Taşeron - Beta,192,192,37920,37920,Muaf,2026-03-01,2026-03-17,2026-03-01,2026-03-17,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-024,Makine Dairesi,ThyssenKrupp,Kuru Havuz B,30,Donatım,Taşeron - Alfa,260,260,30810,30810,Muaf,2026-03-18,2026-03-31,2026-03-18,2026-03-31,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-025,Gövde,SSAB,Kızak 2,63,Kesim,Dahili Ekip,154,154,29988,29988,Muaf,2025-11-16,2025-11-23,2025-11-16,2025-11-23,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-025,Gövde,SSAB,Kızak 2,63,Ön Montaj,Dahili Ekip,323,323,84987,84987,Geçti,2025-11-24,2025-12-13,2025-11-24,2025-12-13,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-025,Gövde,SSAB,Kızak 2,63,Montaj,Taşeron - Omega,440,440,85680,85680,Geçti,2025-12-14,2026-01-03,2025-12-14,2026-01-03,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-025,Gövde,SSAB,Kızak 2,63,Kaynak,Taşeron - Beta,168,168,49392,49392,Geçti,2026-01-04,2026-01-18,2026-01-04,2026-01-18,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-025,Gövde,SSAB,Kızak 2,63,Boyama,Dahili Ekip,300,300,94500,94500,Muaf,2026-01-19,2026-02-08,2026-01-19,2026-02-08,0,Yok,Tamamlandı,100
NB-503 (Kuru Yük),BLK-025,Gövde,SSAB,Kızak 2,63,Donatım,Taşeron - Omega,160,184,64512,66052,Geçti,2026-02-09,2026-02-25,2026-02-09,2026-02-27,2,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-026,Üst Bina,Kardemir,Kuru Havuz A,114,Kesim,Taşeron - Omega,51,51,26676,26676,Muaf,2025-12-07,2025-12-10,2025-12-07,2025-12-10,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-026,Üst Bina,Kardemir,Kuru Havuz A,114,Ön Montaj,Taşeron - Beta,432,432,151848,151848,Geçti,2025-12-12,2025-12-30,2025-12-12,2025-12-30,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-026,Üst Bina,Kardemir,Kuru Havuz A,114,Montaj,Taşeron - Beta,391,391,127908,127908,Geçti,2025-12-31,2026-01-17,2025-12-31,2026-01-17,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-026,Üst Bina,Kardemir,Kuru Havuz A,114,Kaynak,Taşeron - Alfa,187,251,75240,78552,Geçti,2026-01-18,2026-01-29,2026-01-18,2026-02-02,4,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-026,Üst Bina,Kardemir,Kuru Havuz A,114,Boyama,Taşeron - Beta,260,260,123120,123120,Muaf,2026-02-04,2026-02-24,2026-02-04,2026-02-24,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-026,Üst Bina,Kardemir,Kuru Havuz A,114,Donatım,Taşeron - Alfa,198,198,100320,100320,Muaf,2026-02-26,2026-03-09,2026-02-26,2026-03-09,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-027,Çift Dip (Double Bottom),Kardemir,Açık Saha Donatım,105,Kesim,Taşeron - Beta,114,246,49140,59282,Geçti,2025-10-27,2025-11-02,2025-10-27,2025-11-13,11,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-027,Çift Dip (Double Bottom),Kardemir,Açık Saha Donatım,105,Ön Montaj,Dahili Ekip,195,195,85995,85995,Geçti,2025-11-14,2025-11-27,2025-11-14,2025-11-27,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-027,Çift Dip (Double Bottom),Kardemir,Açık Saha Donatım,105,Montaj,Taşeron - Alfa,104,104,83265,83265,Geçti,2025-11-28,2025-12-11,2025-11-28,2025-12-11,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-027,Çift Dip (Double Bottom),Kardemir,Açık Saha Donatım,105,Kaynak,Dahili Ekip,168,168,74970,74970,Geçti,2025-12-12,2025-12-26,2025-12-12,2025-12-26,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-027,Çift Dip (Double Bottom),Kardemir,Açık Saha Donatım,105,Boyama,Taşeron - Omega,187,187,130305,130305,Muaf,2025-12-27,2026-01-13,2025-12-27,2026-01-13,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-027,Çift Dip (Double Bottom),Kardemir,Açık Saha Donatım,105,Donatım,Dahili Ekip,276,346,83160,87941,Geçti,2026-01-15,2026-01-27,2026-01-15,2026-02-03,7,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-028,Üst Bina,SSAB,Kızak 1,149,Kesim,Taşeron - Omega,90,90,68838,68838,Muaf,2025-11-30,2025-12-06,2025-11-30,2025-12-06,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-028,Üst Bina,SSAB,Kızak 1,149,Ön Montaj,Taşeron - Beta,136,136,157046,157046,Geçti,2025-12-07,2025-12-24,2025-12-07,2025-12-24,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-028,Üst Bina,SSAB,Kızak 1,149,Montaj,Taşeron - Omega,220,341,89400,104283,Geçti,2025-12-25,2026-01-04,2025-12-25,2026-01-15,11,Ekipman/Vinç Arızası,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-028,Üst Bina,SSAB,Kızak 1,149,Kaynak,Taşeron - Omega,288,468,118008,127992,Kaldı - Yeniden İşlem,2026-01-16,2026-01-28,2026-01-16,2026-02-09,12,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-028,Üst Bina,SSAB,Kızak 1,149,Boyama,Taşeron - Beta,154,154,108472,108472,Muaf,2026-02-11,2026-02-25,2026-02-11,2026-02-25,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-028,Üst Bina,SSAB,Kızak 1,149,Donatım,Taşeron - Beta,221,221,164645,164645,Muaf,2026-02-27,2026-03-16,2026-02-27,2026-03-16,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-029,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,119,Kesim,Dahili Ekip,48,48,48552,48552,Muaf,2025-11-21,2025-11-27,2025-11-21,2025-11-27,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-029,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,119,Ön Montaj,Dahili Ekip,110,170,64260,68005,Kaldı - Yeniden İşlem,2025-11-28,2025-12-08,2025-11-28,2025-12-13,5,Hava Muhalefeti,Tamamlandı,100
NB-502 (Römorkör),BLK-029,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,119,Montaj,Dahili Ekip,121,121,68068,68068,Geçti,2025-12-14,2025-12-25,2025-12-14,2025-12-25,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-029,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,119,Kaynak,Taşeron - Alfa,154,154,54978,54978,Geçti,2025-12-27,2026-01-03,2025-12-27,2026-01-03,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-029,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,119,Boyama,Taşeron - Alfa,210,210,94010,94010,Muaf,2026-01-05,2026-01-15,2026-01-05,2026-01-15,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-029,Tank,Yerel Tedarikçi A.Ş.,Kuru Havuz B,119,Donatım,Taşeron - Alfa,384,474,118048,129558,Geçti,2026-01-16,2026-02-01,2026-01-16,2026-02-11,10,Ekipman/Vinç Arızası,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-030,Üst Bina,Kardemir,Kuru Havuz B,80,Kesim,Taşeron - Beta,45,45,15840,15840,Muaf,2025-12-28,2025-12-31,2025-12-28,2025-12-31,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-030,Üst Bina,Kardemir,Kuru Havuz B,80,Ön Montaj,Taşeron - Omega,165,165,60720,60720,Geçti,2026-01-02,2026-01-13,2026-01-02,2026-01-13,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-030,Üst Bina,Kardemir,Kuru Havuz B,80,Montaj,Taşeron - Beta,208,208,58240,58240,Geçti,2026-01-15,2026-01-28,2026-01-15,2026-01-28,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-030,Üst Bina,Kardemir,Kuru Havuz B,80,Kaynak,Taşeron - Omega,133,221,37520,43872,Kaldı - Yeniden İşlem,2026-01-30,2026-02-06,2026-01-30,2026-02-14,8,Kalite Reddi (NDT),Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-030,Üst Bina,Kardemir,Kuru Havuz B,80,Boyama,Taşeron - Beta,272,294,83200,84864,Muaf,2026-02-15,2026-03-03,2026-02-15,2026-03-05,2,Ekipman/Vinç Arızası,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-030,Üst Bina,Kardemir,Kuru Havuz B,80,Donatım,Taşeron - Omega,320,320,71680,71680,Muaf,2026-03-06,2026-03-22,2026-03-06,2026-03-22,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-031,Makine Dairesi,Kardemir,Kızak 2,161,Kesim,Taşeron - Beta,54,54,29946,29946,Muaf,2025-10-20,2025-10-23,2025-10-20,2025-10-23,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-031,Makine Dairesi,Kardemir,Kızak 2,161,Ön Montaj,Taşeron - Beta,180,180,170982,170982,Geçti,2025-10-24,2025-11-11,2025-10-24,2025-11-11,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-031,Makine Dairesi,Kardemir,Kızak 2,161,Montaj,Taşeron - Alfa,110,110,108031,108031,Geçti,2025-11-13,2025-11-24,2025-11-13,2025-11-24,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-031,Makine Dairesi,Kardemir,Kızak 2,161,Kaynak,Taşeron - Beta,238,238,146510,146510,Geçti,2025-11-26,2025-12-10,2025-11-26,2025-12-10,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-031,Makine Dairesi,Kardemir,Kızak 2,161,Boyama,Dahili Ekip,285,285,156009,156009,Muaf,2025-12-11,2025-12-30,2025-12-11,2025-12-30,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-031,Makine Dairesi,Kardemir,Kızak 2,161,Donatım,Taşeron - Omega,234,299,131859,135949,Geçti,2025-12-31,2026-01-13,2025-12-31,2026-01-18,5,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-032,Üst Bina,Erdemir,Kuru Havuz A,112,Kesim,Taşeron - Alfa,100,100,36400,36400,Muaf,2025-11-02,2025-11-07,2025-11-02,2025-11-07,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-032,Üst Bina,Erdemir,Kuru Havuz A,112,Ön Montaj,Dahili Ekip,192,192,94080,94080,Geçti,2025-11-09,2025-11-21,2025-11-09,2025-11-21,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-032,Üst Bina,Erdemir,Kuru Havuz A,112,Montaj,Taşeron - Beta,396,396,151200,151200,Geçti,2025-11-22,2025-12-10,2025-11-22,2025-12-10,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-032,Üst Bina,Erdemir,Kuru Havuz A,112,Kaynak,Taşeron - Beta,153,189,51408,54360,Kaldı - Yeniden İşlem,2025-12-12,2025-12-21,2025-12-12,2025-12-25,4,Kalite Reddi (NDT),Tamamlandı,100
NB-504 (Askeri Gemi),BLK-032,Üst Bina,Erdemir,Kuru Havuz A,112,Boyama,Taşeron - Alfa,154,252,78400,85589,Muaf,2025-12-27,2026-01-10,2025-12-27,2026-01-17,7,Hava Muhalefeti,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-032,Üst Bina,Erdemir,Kuru Havuz A,112,Donatım,Taşeron - Beta,120,165,107520,111546,Geçti,2026-01-18,2026-02-02,2026-01-18,2026-02-05,3,Ekipman/Vinç Arızası,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-033,Makine Dairesi,Kardemir,Kuru Havuz A,39,Kesim,Taşeron - Alfa,50,190,10530,21630,Kaldı - Yeniden İşlem,2025-10-16,2025-10-21,2025-10-16,2025-10-31,10,İşgücü Yetersizliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-033,Makine Dairesi,Kardemir,Kuru Havuz A,39,Ön Montaj,Taşeron - Alfa,144,144,35568,35568,Geçti,2025-11-02,2025-11-18,2025-11-02,2025-11-18,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-033,Makine Dairesi,Kardemir,Kuru Havuz A,39,Montaj,Dahili Ekip,384,384,46800,46800,Geçti,2025-11-20,2025-12-06,2025-11-20,2025-12-06,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-033,Makine Dairesi,Kardemir,Kuru Havuz A,39,Kaynak,Taşeron - Beta,231,231,34320,34320,Geçti,2025-12-07,2025-12-18,2025-12-07,2025-12-18,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-033,Makine Dairesi,Kardemir,Kuru Havuz A,39,Boyama,Taşeron - Omega,418,418,40755,40755,Muaf,2025-12-20,2026-01-08,2025-12-20,2026-01-08,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-033,Makine Dairesi,Kardemir,Kuru Havuz A,39,Donatım,Taşeron - Alfa,204,284,34632,42816,Geçti,2026-01-10,2026-01-22,2026-01-10,2026-01-30,8,Malzeme Eksikliği,Tamamlandı,100
NB-502 (Römorkör),BLK-034,Üst Bina,Kardemir,Kızak 1,25,Kesim,Dahili Ekip,105,155,10000,12555,Kaldı - Yeniden İşlem,2025-12-19,2025-12-24,2025-12-19,2025-12-29,5,Kalite Reddi (NDT),Tamamlandı,100
NB-502 (Römorkör),BLK-034,Üst Bina,Kardemir,Kızak 1,25,Ön Montaj,Taşeron - Alfa,322,322,18550,18550,Geçti,2025-12-31,2026-01-14,2025-12-31,2026-01-14,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-034,Üst Bina,Kardemir,Kızak 1,25,Montaj,Taşeron - Alfa,224,224,19250,19250,Geçti,2026-01-15,2026-01-29,2026-01-15,2026-01-29,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-034,Üst Bina,Kardemir,Kızak 1,25,Kaynak,Taşeron - Beta,140,224,15500,19904,Geçti,2026-01-30,2026-02-09,2026-01-30,2026-02-15,6,Malzeme Eksikliği,Tamamlandı,100
NB-502 (Römorkör),BLK-034,Üst Bina,Kardemir,Kızak 1,25,Boyama,Taşeron - Beta,160,160,25600,25600,Muaf,2026-02-17,2026-03-05,2026-02-17,2026-03-05,0,Yok,Tamamlandı,100
NB-502 (Römorkör),BLK-034,Üst Bina,Kardemir,Kızak 1,25,Donatım,Taşeron - Alfa,228,228,22200,22200,Muaf,2026-03-06,2026-03-18,2026-03-06,2026-03-18,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-035,Gövde,SSAB,Kuru Havuz B,97,Kesim,Taşeron - Beta,69,123,20661,27825,Geçti,2025-12-03,2025-12-06,2025-12-03,2025-12-12,6,İşgücü Yetersizliği,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-035,Gövde,SSAB,Kuru Havuz B,97,Ön Montaj,Dahili Ekip,460,460,137740,137740,Geçti,2025-12-13,2026-01-02,2025-12-13,2026-01-02,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-035,Gövde,SSAB,Kuru Havuz B,97,Montaj,Taşeron - Alfa,96,96,89628,89628,Geçti,2026-01-04,2026-01-16,2026-01-04,2026-01-16,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-035,Gövde,SSAB,Kuru Havuz B,97,Kaynak,Taşeron - Omega,308,308,100492,100492,Geçti,2026-01-18,2026-02-01,2026-01-18,2026-02-01,0,Yok,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-035,Gövde,SSAB,Kuru Havuz B,97,Boyama,Taşeron - Beta,391,455,130271,135587,Muaf,2026-02-03,2026-02-20,2026-02-03,2026-02-24,4,Ekipman/Vinç Arızası,Tamamlandı,100
NB-501 (Kimyasal Tanker),BLK-035,Gövde,SSAB,Kuru Havuz B,97,Donatım,Taşeron - Omega,352,352,90016,90016,Muaf,2026-02-26,2026-03-14,2026-02-26,2026-03-14,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-036,Tank,Yerel Tedarikçi A.Ş.,Kızak 2,139,Kesim,Taşeron - Omega,168,252,76867,82393,Kaldı - Yeniden İşlem,2025-12-04,2025-12-11,2025-12-04,2025-12-17,6,İşgücü Yetersizliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-036,Tank,Yerel Tedarikçi A.Ş.,Kızak 2,139,Ön Montaj,Dahili Ekip,204,204,121764,121764,Geçti,2025-12-18,2025-12-30,2025-12-18,2025-12-30,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-036,Tank,Yerel Tedarikçi A.Ş.,Kızak 2,139,Montaj,Taşeron - Beta,182,182,144560,144560,Geçti,2025-12-31,2026-01-13,2025-12-31,2026-01-13,0,Yok,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-036,Tank,Yerel Tedarikçi A.Ş.,Kızak 2,139,Kaynak,Dahili Ekip,204,308,116760,122280,Geçti,2026-01-14,2026-01-26,2026-01-14,2026-02-03,8,Malzeme Eksikliği,Tamamlandı,100
NB-504 (Askeri Gemi),BLK-036,Tank,Yerel Tedarikçi A.Ş.,Kızak 2,139,Boyama,Dahili Ekip,308,362,142058,145172,Muaf,2026-02-05,2026-02-19,2026-02-05,2026-02-25,6,Hava Muhalefeti,Tamamlandı,100
